published,impact,av-attack-vector,av-attack-complexity,av-privileges-required,av-user-interaction,av-scope,av-confidentiality,av-integrity,av-availability
2000-05-16T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-05-17T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-05-17T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-05-17T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-17T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
2000-05-17T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
2000-05-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-18T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-05-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-05-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-19T04:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
2000-05-19T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-05-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-22T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-05-22T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-05-23T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-23T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-05-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-05-24T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-05-24T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-24T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-05-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-05-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-05-24T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-24T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-05-24T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-05-24T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-05-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-26T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-05-26T04:00:00.000,2.9,N,H,Null,Null,Null,N,P,N
2000-05-27T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-05-28T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2000-05-28T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-05-29T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-05-29T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-05-29T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2000-05-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-30T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-05-30T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-05-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-30T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-05-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-05-31T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-05-31T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-01T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-01T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-01T04:00:00.000,6.9,N,L,Null,Null,Null,N,N,C
2000-06-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-01T04:00:00.000,4.9,L,L,Null,Null,Null,P,P,N
2000-06-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-01T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-01T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-02T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-04T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-05T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-06-05T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-06-05T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-05T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-05T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-05T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-05T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-05T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-06T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-06T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-06-06T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-06T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-06T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-06-06T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-07T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-07T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-07T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-07T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-07T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-07T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-07T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-06-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-08T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-08T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-08T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-08T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-06-08T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-08T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-08T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-09T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-09T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-09T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-13T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-13T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-06-14T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-14T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-15T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-15T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-15T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-15T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-16T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-16T04:00:00.000,2.9,N,H,Null,Null,Null,N,N,P
2000-06-16T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-17T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-19T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-21T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-21T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-21T04:00:00.000,6.4,L,H,Null,Null,Null,P,P,P
2000-06-21T04:00:00.000,6.4,L,H,Null,Null,Null,P,P,P
2000-06-21T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-21T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-21T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-21T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-06-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-22T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2000-06-22T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-22T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-22T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-22T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-23T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-23T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-24T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-26T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-26T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-06-26T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-26T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-26T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-26T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-27T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-29T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-06-29T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-06-29T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-06-30T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-01T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-07-02T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-03T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-07-04T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-04T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-05T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
2000-07-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-05T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-07-05T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-05T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-07-05T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-07T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-07T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-07T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-07T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-08T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-08T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-10T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-07-10T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-10T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-10T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-11T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-11T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-11T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-11T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-07-11T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-11T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-12T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
2000-07-12T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-07-12T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-12T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-12T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-12T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-12T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-07-12T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-13T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-07-13T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-14T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-16T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-17T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-17T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-17T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-17T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-07-18T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-18T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-18T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2000-07-19T04:00:00.000,2.9,L,L,Null,Null,Null,P,N,N
2000-07-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-19T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-07-19T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-07-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-21T04:00:00.000,4.9,N,L,Null,Null,Null,N,P,P
2000-07-21T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-21T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-21T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-24T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-25T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-25T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-26T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-07-26T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-07-27T04:00:00.000,4.9,L,L,Null,Null,Null,N,P,P
2000-07-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-07-27T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-08-03T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-08-08T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-08-29T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-09-16T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-09-28T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-09-30T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-06T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-10-13T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-14T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-18T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-18T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,2.9,L,H,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,L,H,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,L,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,10.0,N,H,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,P,N
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2000-10-20T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,6.4,N,H,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,N,H,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2000-10-20T04:00:00.000,2.9,L,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,6.4,N,L,Null,Null,Null,P,P,P
2000-10-20T04:00:00.000,4.9,N,L,Null,Null,Null,P,P,N
2000-10-20T04:00:00.000,10.0,L,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,N,N,P
2000-10-20T04:00:00.000,10.0,N,L,Null,Null,Null,C,C,C
2000-10-20T04:00:00.000,2.9,N,L,Null,Null,Null,P,N,N
2000-10-20T04:00:00.000,6.4,L,L,Null,Null,Null,P,P,P
